Date;Year;Competition;CompetitionSet;Comp.SetDetail;Sport;Discipline;Gender;Class;Phase;Rank;Medal;Team Members;Person/Team;Person;Person First Name;Person Last Name;PersonGender;Team;Nationality;DoB;YoB;Age (days);Age;Country;Country Code;Continent;Result;Sec/Mtr/Pts;Host City;Host Country;Host Continent;# Participants;# Countries;# Continents;World Ranking;Rank Within Country;Is Olympic Discipline
07.12.2024;2024;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;39;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;29-254;29;Switzerland;SUI;Europe;108,00;108;Wisla;Poland;Europe;65;19;3;;2;Yes
07.12.2024;2024;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;43;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;18-231;18;Switzerland;SUI;Europe;104,70;105;Wisla;Poland;Europe;65;19;3;;3;Yes
07.12.2024;2024;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;47;;No;Simon Ammann (SUI, 25 Jun 1981);Simon Ammann;Simon;Ammann;Men;Switzerland;SUI;25.06.1981;;43-165;43;Switzerland;SUI;Europe;97,00;97;Wisla;Poland;Europe;65;19;3;;4;Yes
01.12.2024;2024;Ruka;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;6;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;33-278;33;Switzerland;SUI;Europe;126,10;126;Ruka;Finland;Europe;59;17;3;;1;Yes
01.12.2024;2024;Ruka;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;30;;No;Simon Ammann (SUI, 25 Jun 1981);Simon Ammann;Simon;Ammann;Men;Switzerland;SUI;25.06.1981;;43-159;43;Switzerland;SUI;Europe;86,50;87;Ruka;Finland;Europe;59;17;3;;2;Yes
01.12.2024;2024;Ruka;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;36;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;29-248;29;Switzerland;SUI;Europe;70,40;70;Ruka;Finland;Europe;59;17;3;;3;Yes
01.12.2024;2024;Ruka;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;38;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;18-225;18;Switzerland;SUI;Europe;64,40;64;Ruka;Finland;Europe;59;17;3;;4;Yes
30.11.2024;2024;Ruka;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;11;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;33-277;33;Switzerland;SUI;Europe;292,70;293;Ruka;Finland;Europe;63;17;3;;1;Yes
30.11.2024;2024;Ruka;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;36;;No;Simon Ammann (SUI, 25 Jun 1981);Simon Ammann;Simon;Ammann;Men;Switzerland;SUI;25.06.1981;;43-158;43;Switzerland;SUI;Europe;102,40;102;Ruka;Finland;Europe;63;17;3;;2;Yes
30.11.2024;2024;Ruka;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;29-247;29;Switzerland;SUI;Europe;;;Ruka;Finland;Europe;63;17;3;;0;Yes
30.11.2024;2024;Ruka;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;18-224;18;Switzerland;SUI;Europe;;;Ruka;Finland;Europe;63;17;3;;0;Yes
24.11.2024;2024;Lillehammer;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;5;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;33-271;33;Switzerland;SUI;Europe;259,70;260;Lillehammer;Norway;Europe;64;18;3;;1;Yes
24.11.2024;2024;Lillehammer;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;30;;No;Simon Ammann (SUI, 25 Jun 1981);Simon Ammann;Simon;Ammann;Men;Switzerland;SUI;25.06.1981;;43-152;43;Switzerland;SUI;Europe;198,30;198;Lillehammer;Norway;Europe;64;18;3;;2;Yes
24.11.2024;2024;Lillehammer;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;35;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;18-218;18;Switzerland;SUI;Europe;92,70;93;Lillehammer;Norway;Europe;64;18;3;;3;Yes
24.11.2024;2024;Lillehammer;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;46;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;29-241;29;Switzerland;SUI;Europe;66,60;67;Lillehammer;Norway;Europe;64;18;3;;4;Yes
23.11.2024;2024;Lillehammer;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;8;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;33-270;33;Switzerland;SUI;Europe;293,20;293;Lillehammer;Norway;Europe;69;18;3;;1;Yes
23.11.2024;2024;Lillehammer;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;37;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;29-240;29;Switzerland;SUI;Europe;117,60;118;Lillehammer;Norway;Europe;69;18;3;;2;Yes
23.11.2024;2024;Lillehammer;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;45;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;18-217;18;Switzerland;SUI;Europe;113,20;113;Lillehammer;Norway;Europe;69;18;3;;3;Yes
23.11.2024;2024;Lillehammer;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;46;;No;Simon Ammann (SUI, 25 Jun 1981);Simon Ammann;Simon;Ammann;Men;Switzerland;SUI;25.06.1981;;43-151;43;Switzerland;SUI;Europe;111,90;112;Lillehammer;Norway;Europe;69;18;3;;4;Yes
14.12.2025;2025;Klingenthal;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;23;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;34-290;34;Switzerland;SUI;Europe;217,20;217;Klingenthal;Germany;Europe;64;19;3;;1;Yes
14.12.2025;2025;Klingenthal;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;29;;No;Sandro Hauswirth (SUI, 29 Aug 2000);Sandro Hauswirth;Sandro;Hauswirth;Men;Switzerland;SUI;29.08.2000;;25-107;25;Switzerland;SUI;Europe;206,70;207;Klingenthal;Germany;Europe;64;19;3;;2;Yes
14.12.2025;2025;Klingenthal;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;45;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;30-261;30;Switzerland;SUI;Europe;87,90;88;Klingenthal;Germany;Europe;64;19;3;;3;Yes
14.12.2025;2025;Klingenthal;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;49;;No;Simon Ammann (SUI, 25 Jun 1981);Simon Ammann;Simon;Ammann;Men;Switzerland;SUI;25.06.1981;;44-172;44;Switzerland;SUI;Europe;76,80;77;Klingenthal;Germany;Europe;64;19;3;;4;Yes
14.12.2025;2025;Klingenthal;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;19-238;19;Switzerland;SUI;Europe;;;Klingenthal;Germany;Europe;64;19;3;;0;Yes
13.12.2025;2025;Klingenthal;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;27;;No;Simon Ammann (SUI, 25 Jun 1981);Simon Ammann;Simon;Ammann;Men;Switzerland;SUI;25.06.1981;;44-171;44;Switzerland;SUI;Europe;237,60;238;Klingenthal;Germany;Europe;64;19;3;;1;Yes
13.12.2025;2025;Klingenthal;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;34;;No;Sandro Hauswirth (SUI, 29 Aug 2000);Sandro Hauswirth;Sandro;Hauswirth;Men;Switzerland;SUI;29.08.2000;;25-106;25;Switzerland;SUI;Europe;116,00;116;Klingenthal;Germany;Europe;64;19;3;;3;Yes
13.12.2025;2025;Klingenthal;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;33;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;34-289;34;Switzerland;SUI;Europe;116,50;117;Klingenthal;Germany;Europe;64;19;3;;2;Yes
13.12.2025;2025;Klingenthal;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;50;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;30-260;30;Switzerland;SUI;Europe;95,10;95;Klingenthal;Germany;Europe;64;19;3;;4;Yes
13.12.2025;2025;Klingenthal;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;19-237;19;Switzerland;SUI;Europe;;;Klingenthal;Germany;Europe;64;19;3;;0;Yes
13.12.2025;2025;Klingenthal;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Women;Seniors;;34;;No;Sina Arnet (SUI, 28 Jul 2005);Sina Arnet;Sina;Arnet;Women;Switzerland;SUI;28.07.2005;;20-138;20;Switzerland;SUI;Europe;92,60;93;Klingenthal;Germany;Europe;47;16;3;;1;Yes
13.12.2025;2025;Klingenthal;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Women;Seniors;;DNQ;;No;Rea Kindlimann (SUI, 04 Oct 2002);Rea Kindlimann;Rea;Kindlimann;Women;Switzerland;SUI;04.10.2002;;23-070;23;Switzerland;SUI;Europe;;;Klingenthal;Germany;Europe;47;16;3;;0;Yes
12.12.2025;2025;Klingenthal;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Women;Seniors;;26;;No;Sina Arnet (SUI, 28 Jul 2005);Sina Arnet;Sina;Arnet;Women;Switzerland;SUI;28.07.2005;;20-137;20;Switzerland;SUI;Europe;165,40;165;Klingenthal;Germany;Europe;41;14;3;;1;Yes
07.12.2025;2025;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;24;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;34-283;34;Switzerland;SUI;Europe;245,60;246;Wisla;Poland;Europe;67;20;3;;1;Yes
07.12.2025;2025;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;33;;No;Sandro Hauswirth (SUI, 29 Aug 2000);Sandro Hauswirth;Sandro;Hauswirth;Men;Switzerland;SUI;29.08.2000;;25-100;25;Switzerland;SUI;Europe;118,10;118;Wisla;Poland;Europe;67;20;3;;2;Yes
07.12.2025;2025;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;38;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;19-231;19;Switzerland;SUI;Europe;115,30;115;Wisla;Poland;Europe;67;20;3;;3;Yes
07.12.2025;2025;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;42;;No;Simon Ammann (SUI, 25 Jun 1981);Simon Ammann;Simon;Ammann;Men;Switzerland;SUI;25.06.1981;;44-165;44;Switzerland;SUI;Europe;112,30;112;Wisla;Poland;Europe;67;20;3;;4;Yes
07.12.2025;2025;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;30-254;30;Switzerland;SUI;Europe;;;Wisla;Poland;Europe;67;20;3;;0;Yes
06.12.2025;2025;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;43;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;19-230;19;Switzerland;SUI;Europe;110,60;111;Wisla;Poland;Europe;69;20;3;;1;Yes
06.12.2025;2025;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;45;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;34-282;34;Switzerland;SUI;Europe;107,50;108;Wisla;Poland;Europe;69;20;3;;2;Yes
06.12.2025;2025;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;47;;No;Simon Ammann (SUI, 25 Jun 1981);Simon Ammann;Simon;Ammann;Men;Switzerland;SUI;25.06.1981;;44-164;44;Switzerland;SUI;Europe;105,80;106;Wisla;Poland;Europe;69;20;3;;3;Yes
06.12.2025;2025;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;48;;No;Sandro Hauswirth (SUI, 29 Aug 2000);Sandro Hauswirth;Sandro;Hauswirth;Men;Switzerland;SUI;29.08.2000;;25-099;25;Switzerland;SUI;Europe;104,70;105;Wisla;Poland;Europe;69;20;3;;4;Yes
06.12.2025;2025;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;30-253;30;Switzerland;SUI;Europe;;;Wisla;Poland;Europe;69;20;3;;0;Yes
05.12.2025;2025;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Women;Seniors;;25;;No;Sina Arnet (SUI, 28 Jul 2005);Sina Arnet;Sina;Arnet;Women;Switzerland;SUI;28.07.2005;;20-130;20;Switzerland;SUI;Europe;195,70;196;Wisla;Poland;Europe;60;19;3;;1;Yes
05.12.2025;2025;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Women;Seniors;;DNQ;;No;Rea Kindlimann (SUI, 04 Oct 2002);Rea Kindlimann;Rea;Kindlimann;Women;Switzerland;SUI;04.10.2002;;23-062;23;Switzerland;SUI;Europe;;;Wisla;Poland;Europe;60;19;3;;0;Yes
04.12.2025;2025;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Women;Seniors;;23;;No;Sina Arnet (SUI, 28 Jul 2005);Sina Arnet;Sina;Arnet;Women;Switzerland;SUI;28.07.2005;;20-129;20;Switzerland;SUI;Europe;187,90;188;Wisla;Poland;Europe;61;19;3;;1;Yes
04.12.2025;2025;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Women;Seniors;;DNQ;;No;Rea Kindlimann (SUI, 04 Oct 2002);Rea Kindlimann;Rea;Kindlimann;Women;Switzerland;SUI;04.10.2002;;23-061;23;Switzerland;SUI;Europe;;;Wisla;Poland;Europe;61;19;3;;0;Yes
30.11.2025;2025;Falun;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Women;Seniors;;22;;No;Sina Arnet (SUI, 28 Jul 2005);Sina Arnet;Sina;Arnet;Women;Switzerland;SUI;28.07.2005;;20-125;20;Switzerland;SUI;Europe;181,50;182;Falun;Sweden;Europe;65;19;3;;1;Yes
30.11.2025;2025;Falun;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Women;Seniors;;DNQ;;No;Rea Kindlimann (SUI, 04 Oct 2002);Rea Kindlimann;Rea;Kindlimann;Women;Switzerland;SUI;04.10.2002;;23-057;23;Switzerland;SUI;Europe;;;Falun;Sweden;Europe;65;19;3;;0;Yes
29.11.2025;2025;Ruka;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;10;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;34-275;34;Switzerland;SUI;Europe;118,50;119;Ruka;Finland;Europe;66;19;3;;1;Yes
29.11.2025;2025;Ruka;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;28;;No;Simon Ammann (SUI, 25 Jun 1981);Simon Ammann;Simon;Ammann;Men;Switzerland;SUI;25.06.1981;;44-157;44;Switzerland;SUI;Europe;101,60;102;Ruka;Finland;Europe;66;19;3;;2;Yes
29.11.2025;2025;Ruka;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;34;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;19-223;19;Switzerland;SUI;Europe;95,00;95;Ruka;Finland;Europe;66;19;3;;3;Yes
29.11.2025;2025;Ruka;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;42;;No;Juri Kesseli (SUI, 12 Sep 2005);Juri Kesseli;Juri;Kesseli;Men;Switzerland;SUI;12.09.2005;;20-078;20;Switzerland;SUI;Europe;71,00;71;Ruka;Finland;Europe;66;19;3;;4;Yes
29.11.2025;2025;Ruka;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Sandro Hauswirth (SUI, 29 Aug 2000);Sandro Hauswirth;Sandro;Hauswirth;Men;Switzerland;SUI;29.08.2000;;25-092;25;Switzerland;SUI;Europe;;;Ruka;Finland;Europe;66;19;3;;0;Yes
28.11.2025;2025;Falun;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Normal Hill;Women;Seniors;;13;;No;Sina Arnet (SUI, 28 Jul 2005);Sina Arnet;Sina;Arnet;Women;Switzerland;SUI;28.07.2005;;20-123;20;Switzerland;SUI;Europe;174,50;175;Falun;Sweden;Europe;64;19;3;;1;Yes
28.11.2025;2025;Falun;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Normal Hill;Women;Seniors;;62;;No;Rea Kindlimann (SUI, 04 Oct 2002);Rea Kindlimann;Rea;Kindlimann;Women;Switzerland;SUI;04.10.2002;;23-055;23;Switzerland;SUI;Europe;48,60;49;Falun;Sweden;Europe;64;19;3;;2;Yes
26.11.2025;2025;Falun;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;10;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;34-272;34;Switzerland;SUI;Europe;239,60;240;Falun;Sweden;Europe;68;21;3;;1;Yes
26.11.2025;2025;Falun;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;32;;No;Sandro Hauswirth (SUI, 29 Aug 2000);Sandro Hauswirth;Sandro;Hauswirth;Men;Switzerland;SUI;29.08.2000;;25-089;25;Switzerland;SUI;Europe;108,50;109;Falun;Sweden;Europe;68;21;3;;2;Yes
26.11.2025;2025;Falun;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;35;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;19-220;19;Switzerland;SUI;Europe;107,10;107;Falun;Sweden;Europe;68;21;3;;3;Yes
26.11.2025;2025;Falun;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;36;;No;Simon Ammann (SUI, 25 Jun 1981);Simon Ammann;Simon;Ammann;Men;Switzerland;SUI;25.06.1981;;44-154;44;Switzerland;SUI;Europe;106,60;107;Falun;Sweden;Europe;68;21;3;;4;Yes
26.11.2025;2025;Falun;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;48;;No;Juri Kesseli (SUI, 12 Sep 2005);Juri Kesseli;Juri;Kesseli;Men;Switzerland;SUI;12.09.2005;;20-075;20;Switzerland;SUI;Europe;92,40;92;Falun;Sweden;Europe;68;21;3;;5;Yes
25.11.2025;2025;Falun;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Normal Hill;Men;Seniors;;23;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;34-271;34;Switzerland;SUI;Europe;221,20;221;Falun;Sweden;Europe;67;21;3;;1;Yes
25.11.2025;2025;Falun;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Normal Hill;Men;Seniors;;33;;No;Simon Ammann (SUI, 25 Jun 1981);Simon Ammann;Simon;Ammann;Men;Switzerland;SUI;25.06.1981;;44-153;44;Switzerland;SUI;Europe;106,80;107;Falun;Sweden;Europe;67;21;3;;2;Yes
25.11.2025;2025;Falun;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Normal Hill;Men;Seniors;;37;;No;Sandro Hauswirth (SUI, 29 Aug 2000);Sandro Hauswirth;Sandro;Hauswirth;Men;Switzerland;SUI;29.08.2000;;25-088;25;Switzerland;SUI;Europe;106,30;106;Falun;Sweden;Europe;67;21;3;;3;Yes
25.11.2025;2025;Falun;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Normal Hill;Men;Seniors;;41;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;19-219;19;Switzerland;SUI;Europe;104,60;105;Falun;Sweden;Europe;67;21;3;;4;Yes
25.11.2025;2025;Falun;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Normal Hill;Men;Seniors;;46;;No;Juri Kesseli (SUI, 12 Sep 2005);Juri Kesseli;Juri;Kesseli;Men;Switzerland;SUI;12.09.2005;;20-074;20;Switzerland;SUI;Europe;99,50;100;Falun;Sweden;Europe;67;21;3;;5;Yes
23.11.2025;2025;Lillehammer;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;25;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;34-269;34;Switzerland;SUI;Europe;233,60;234;Lillehammer;Norway;Europe;69;21;3;;1;Yes
23.11.2025;2025;Lillehammer;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;29;;No;Juri Kesseli (SUI, 12 Sep 2005);Juri Kesseli;Juri;Kesseli;Men;Switzerland;SUI;12.09.2005;;20-072;20;Switzerland;SUI;Europe;223,60;224;Lillehammer;Norway;Europe;69;21;3;;2;Yes
23.11.2025;2025;Lillehammer;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;32;;No;Sandro Hauswirth (SUI, 29 Aug 2000);Sandro Hauswirth;Sandro;Hauswirth;Men;Switzerland;SUI;29.08.2000;;25-086;25;Switzerland;SUI;Europe;111,90;112;Lillehammer;Norway;Europe;69;21;3;;3;Yes
23.11.2025;2025;Lillehammer;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;39;;No;Simon Ammann (SUI, 25 Jun 1981);Simon Ammann;Simon;Ammann;Men;Switzerland;SUI;25.06.1981;;44-151;44;Switzerland;SUI;Europe;109,60;110;Lillehammer;Norway;Europe;69;21;3;;4;Yes
23.11.2025;2025;Lillehammer;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;19-217;19;Switzerland;SUI;Europe;;;Lillehammer;Norway;Europe;69;21;3;;0;Yes
23.11.2025;2025;Lillehammer;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Women;Seniors;;24;;No;Sina Arnet (SUI, 28 Jul 2005);Sina Arnet;Sina;Arnet;Women;Switzerland;SUI;28.07.2005;;20-118;20;Switzerland;SUI;Europe;199,20;199;Lillehammer;Norway;Europe;67;19;3;;1;Yes
